Date,pred,asset,model
2007-01-05,0.0001224512283532601,IEF,"ARIMA(1,0,1)"
2007-01-08,0.00010496856938417456,IEF,"ARIMA(1,0,1)"
2007-01-09,0.00010315570631739422,IEF,"ARIMA(1,0,1)"
2007-01-10,0.00010819592625323351,IEF,"ARIMA(1,0,1)"
2007-01-11,9.305845537587565e-05,IEF,"ARIMA(1,0,1)"
2007-01-12,0.00010205220561277282,IEF,"ARIMA(1,0,1)"
2007-01-16,0.00010208088940490502,IEF,"ARIMA(1,0,1)"
2007-01-17,9.732968977259942e-05,IEF,"ARIMA(1,0,1)"
2007-01-18,0.00029638376875529656,IEF,"ARIMA(1,0,1)"
2007-01-19,0.00021635378942241114,IEF,"ARIMA(1,0,1)"
2007-01-22,0.00030033893173784214,IEF,"ARIMA(1,0,1)"
2007-01-23,0.0001974507899593408,IEF,"ARIMA(1,0,1)"
2007-01-24,0.00027402882807982406,IEF,"ARIMA(1,0,1)"
2007-01-25,0.00023233285357915188,IEF,"ARIMA(1,0,1)"
2007-01-26,0.00038250845245089266,IEF,"ARIMA(1,0,1)"
2007-01-29,0.00031916681905695514,IEF,"ARIMA(1,0,1)"
2007-01-30,0.000278809235315121,IEF,"ARIMA(1,0,1)"
2007-01-31,0.00019659143134744764,IEF,"ARIMA(1,0,1)"
2007-02-01,4.6351075532919265e-05,IEF,"ARIMA(1,0,1)"
2007-02-02,6.0410406796883694e-05,IEF,"ARIMA(1,0,1)"
2007-02-05,3.987828251340399e-05,IEF,"ARIMA(1,0,1)"
2007-02-06,9.704879151540386e-06,IEF,"ARIMA(1,0,1)"
2007-02-07,-0.00011346679178693325,IEF,"ARIMA(1,0,1)"
2007-02-08,-0.0001195230825174027,IEF,"ARIMA(1,0,1)"
2007-02-09,-3.80231622613241e-05,IEF,"ARIMA(1,0,1)"
2007-02-12,0.00011772948472423851,IEF,"ARIMA(1,0,1)"
2007-02-13,0.00029366760860176046,IEF,"ARIMA(1,0,1)"
2007-02-14,0.00024457918727220033,IEF,"ARIMA(1,0,1)"
2007-02-15,0.00015715431733177122,IEF,"ARIMA(1,0,1)"
2007-02-16,0.0001710545634707549,IEF,"ARIMA(1,0,1)"
2007-02-20,0.00016529315883252152,IEF,"ARIMA(1,0,1)"
2007-02-21,0.00017238148459052576,IEF,"ARIMA(1,0,1)"
2007-02-22,0.00016162487709360114,IEF,"ARIMA(1,0,1)"
2007-02-23,0.00015370061167770403,IEF,"ARIMA(1,0,1)"
2007-02-26,0.00015382674353304164,IEF,"ARIMA(1,0,1)"
2007-02-27,0.00017933817476882444,IEF,"ARIMA(1,0,1)"
