Date,pred,asset,model
2007-01-05,0.0021557219230499518,IEF,HAR-RV
2007-01-08,0.0021570631029457364,IEF,HAR-RV
2007-01-09,0.002117790779956802,IEF,HAR-RV
2007-01-10,0.0020250318339622175,IEF,HAR-RV
2007-01-11,0.002013610221774132,IEF,HAR-RV
2007-01-12,0.0021070256560722722,IEF,HAR-RV
2007-01-16,0.0021861165587907017,IEF,HAR-RV
2007-01-17,0.00219306788427881,IEF,HAR-RV
2007-01-18,0.00216134535249922,IEF,HAR-RV
2007-01-19,0.002125005059657355,IEF,HAR-RV
2007-01-22,0.002098693129217855,IEF,HAR-RV
2007-01-23,0.002146547448424518,IEF,HAR-RV
2007-01-24,0.0021554075846788165,IEF,HAR-RV
2007-01-25,0.0021744360190066423,IEF,HAR-RV
2007-01-26,0.0020879600576354314,IEF,HAR-RV
2007-01-29,0.002185127338755792,IEF,HAR-RV
2007-01-30,0.002036282066768426,IEF,HAR-RV
2007-01-31,0.0020865652558694978,IEF,HAR-RV
2007-02-01,0.0021593430741316407,IEF,HAR-RV
2007-02-02,0.002166731240160416,IEF,HAR-RV
2007-02-05,0.002109234876073245,IEF,HAR-RV
2007-02-06,0.002086662631987393,IEF,HAR-RV
2007-02-07,0.0021006406348907185,IEF,HAR-RV
2007-02-08,0.0021329714781274725,IEF,HAR-RV
2007-02-09,0.002118024868577176,IEF,HAR-RV
2007-02-12,0.0020805184310261613,IEF,HAR-RV
2007-02-13,0.002106219462666155,IEF,HAR-RV
2007-02-14,0.002023420060291929,IEF,HAR-RV
2007-02-15,0.0020648398053988376,IEF,HAR-RV
2007-02-16,0.0021601316552414657,IEF,HAR-RV
2007-02-20,0.0019718401065087123,IEF,HAR-RV
2007-02-21,0.0019727551710409168,IEF,HAR-RV
2007-02-22,0.001959052150782546,IEF,HAR-RV
2007-02-23,0.0019260642953362777,IEF,HAR-RV
2007-02-26,0.0021820973895438,IEF,HAR-RV
2007-02-27,0.002192091643123172,IEF,HAR-RV
2007-02-28,0.0021233110856741164,IEF,HAR-RV
2007-03-01,0.0023393087698349085,IEF,HAR-RV
2007-03-02,0.00171978183549595,IEF,HAR-RV
2007-03-05,0.001644991039869627,IEF,HAR-RV
2007-03-06,0.0018227340111446092,IEF,HAR-RV
2007-03-07,0.0017131655330602786,IEF,HAR-RV
2007-03-08,0.002018700921579649,IEF,HAR-RV
2007-03-09,0.0020804486442596044,IEF,HAR-RV
2007-03-12,0.0020085139707339827,IEF,HAR-RV
2007-03-13,0.002323130791554001,IEF,HAR-RV
2007-03-14,0.002070027988044535,IEF,HAR-RV
2007-03-15,0.00205726677336307,IEF,HAR-RV
2007-03-16,0.0017816633216988355,IEF,HAR-RV
2007-03-19,0.0016815254798598768,IEF,HAR-RV
2007-03-20,0.0017821988758167314,IEF,HAR-RV
2007-03-21,0.00196699036615558,IEF,HAR-RV
2007-03-22,0.002070196416648236,IEF,HAR-RV
2007-03-23,0.0020858904021245025,IEF,HAR-RV
2007-03-26,0.0021075871987610226,IEF,HAR-RV
2007-03-27,0.001819877579171782,IEF,HAR-RV
2007-03-28,0.001801284460787188,IEF,HAR-RV
2007-03-29,0.0018236790265232197,IEF,HAR-RV
2007-03-30,0.0019146239539199813,IEF,HAR-RV
2007-04-02,0.0022562515382465367,IEF,HAR-RV
2007-04-03,0.0022749836140031586,IEF,HAR-RV
2007-04-04,0.0022281926525566462,IEF,HAR-RV
2007-04-05,0.0022198892242326473,IEF,HAR-RV
2007-04-09,0.0022459826224012587,IEF,HAR-RV
2007-04-10,0.002316178576956847,IEF,HAR-RV
2007-04-11,0.0023654485788873864,IEF,HAR-RV
2007-04-12,0.002014449579825611,IEF,HAR-RV
2007-04-13,0.001969779616844502,IEF,HAR-RV
2007-04-16,0.002005297369387047,IEF,HAR-RV
2007-04-17,0.002130240430570436,IEF,HAR-RV
2007-04-18,0.0022409863878444522,IEF,HAR-RV
2007-04-19,0.002426350539044847,IEF,HAR-RV
2007-04-20,0.002110626792308865,IEF,HAR-RV
2007-04-23,0.001923954666779648,IEF,HAR-RV
2007-04-24,0.00205968452192057,IEF,HAR-RV
2007-04-25,0.002118465463048125,IEF,HAR-RV
2007-04-26,0.002189691225543979,IEF,HAR-RV
2007-04-27,0.0021365861667383473,IEF,HAR-RV
2007-04-30,0.0022178482725688526,IEF,HAR-RV
2007-05-01,0.0020160615536450426,IEF,HAR-RV
2007-05-02,0.0022215535973043846,IEF,HAR-RV
2007-05-03,0.0019476687326129346,IEF,HAR-RV
2007-05-04,0.0019850922076435416,IEF,HAR-RV
2007-05-07,0.0020379118034577763,IEF,HAR-RV
2007-05-08,0.002053266125642163,IEF,HAR-RV
2007-05-09,0.0020076327001587587,IEF,HAR-RV
2007-05-10,0.0019874185409740406,IEF,HAR-RV
2007-05-11,0.0022204323133428526,IEF,HAR-RV
2007-05-14,0.0021075638658416083,IEF,HAR-RV
2007-05-15,0.0020648536661972694,IEF,HAR-RV
2007-05-16,0.001975402281256068,IEF,HAR-RV
2007-05-17,0.00185726952349608,IEF,HAR-RV
2007-05-18,0.0019880210827496443,IEF,HAR-RV
2007-05-21,0.002201303541396718,IEF,HAR-RV
2007-05-22,0.002176318605419836,IEF,HAR-RV
2007-05-23,0.002046592685417785,IEF,HAR-RV
2007-05-24,0.002074752526577234,IEF,HAR-RV
2007-05-25,0.0019658816618440614,IEF,HAR-RV
2007-05-29,0.0019464567914920842,IEF,HAR-RV
2007-05-30,0.0019680514639935885,IEF,HAR-RV
2007-05-31,0.002031068637783595,IEF,HAR-RV
2007-06-01,0.0019566060818758954,IEF,HAR-RV
