Date,pred,asset,model
2007-01-05,0.0002502503215234057,TLT,"ARIMA(1,0,1)"
2007-01-08,-0.0002447012609834904,TLT,"ARIMA(1,0,1)"
2007-01-09,0.000332176447662033,TLT,"ARIMA(1,0,1)"
2007-01-10,-6.595774179440541e-05,TLT,"ARIMA(1,0,1)"
2007-01-11,-0.0001563917820376558,TLT,"ARIMA(1,0,1)"
2007-01-12,-0.00017764135076928106,TLT,"ARIMA(1,0,1)"
2007-01-16,-0.00010294419026309048,TLT,"ARIMA(1,0,1)"
2007-01-17,0.00022379656546334602,TLT,"ARIMA(1,0,1)"
2007-01-18,-0.000257849430179798,TLT,"ARIMA(1,0,1)"
2007-01-19,0.0002664595445137154,TLT,"ARIMA(1,0,1)"
2007-01-22,-0.0002589440548765156,TLT,"ARIMA(1,0,1)"
2007-01-23,0.00018772338421359894,TLT,"ARIMA(1,0,1)"
2007-01-24,-0.00029907178968284606,TLT,"ARIMA(1,0,1)"
2007-01-25,6.366531955002722e-05,TLT,"ARIMA(1,0,1)"
2007-01-26,-0.0002435952102215192,TLT,"ARIMA(1,0,1)"
2007-01-29,1.0462011390133326e-06,TLT,"ARIMA(1,0,1)"
2007-01-30,-5.697837192066277e-05,TLT,"ARIMA(1,0,1)"
2007-01-31,4.743400454390428e-05,TLT,"ARIMA(1,0,1)"
2007-02-01,0.0003220854534817464,TLT,"ARIMA(1,0,1)"
2007-02-02,-2.401527419901194e-05,TLT,"ARIMA(1,0,1)"
2007-02-05,8.52669302516041e-05,TLT,"ARIMA(1,0,1)"
2007-02-06,0.00010188884460756703,TLT,"ARIMA(1,0,1)"
2007-02-07,0.0002248492419098515,TLT,"ARIMA(1,0,1)"
2007-02-08,0.0002809648330344972,TLT,"ARIMA(1,0,1)"
2007-02-09,0.00019920453204356087,TLT,"ARIMA(1,0,1)"
2007-02-12,-0.00013542817163236548,TLT,"ARIMA(1,0,1)"
2007-02-13,-9.491798777963459e-05,TLT,"ARIMA(1,0,1)"
2007-02-14,-7.826855126990835e-05,TLT,"ARIMA(1,0,1)"
2007-02-15,0.000434387058636835,TLT,"ARIMA(1,0,1)"
2007-02-16,0.00020682068779813808,TLT,"ARIMA(1,0,1)"
2007-02-20,0.00028391164556491655,TLT,"ARIMA(1,0,1)"
2007-02-21,0.00021190865126712627,TLT,"ARIMA(1,0,1)"
2007-02-22,-3.1895434508524056e-05,TLT,"ARIMA(1,0,1)"
2007-02-23,-0.00021605331292571698,TLT,"ARIMA(1,0,1)"
2007-02-26,0.00047206092168940004,TLT,"ARIMA(1,0,1)"
2007-02-27,0.00029206492653023554,TLT,"ARIMA(1,0,1)"
2007-02-28,0.0010843074139601288,TLT,"ARIMA(1,0,1)"
2007-03-01,-0.0001412219748857542,TLT,"ARIMA(1,0,1)"
2007-03-02,0.00014523249640010832,TLT,"ARIMA(1,0,1)"
2007-03-05,0.0002892405062729212,TLT,"ARIMA(1,0,1)"
2007-03-06,0.00020236807533673652,TLT,"ARIMA(1,0,1)"
2007-03-07,8.070811812350365e-05,TLT,"ARIMA(1,0,1)"
2007-03-08,0.0004746581782801092,TLT,"ARIMA(1,0,1)"
2007-03-09,0.00010864209439402617,TLT,"ARIMA(1,0,1)"
2007-03-12,-0.00011036246359504936,TLT,"ARIMA(1,0,1)"
2007-03-13,0.0005236849541076664,TLT,"ARIMA(1,0,1)"
2007-03-14,0.00030033486326109496,TLT,"ARIMA(1,0,1)"
2007-03-15,-6.0665053708358456e-05,TLT,"ARIMA(1,0,1)"
2007-03-16,0.0004281877025112963,TLT,"ARIMA(1,0,1)"
2007-03-19,7.64227488934655e-05,TLT,"ARIMA(1,0,1)"
2007-03-20,0.0003373139647819622,TLT,"ARIMA(1,0,1)"
2007-03-21,0.00016761737419086217,TLT,"ARIMA(1,0,1)"
2007-03-22,0.0003292522145807572,TLT,"ARIMA(1,0,1)"
2007-03-23,-0.0009216500541384092,TLT,"ARIMA(1,0,1)"
2007-03-26,0.000959815029158918,TLT,"ARIMA(1,0,1)"
2007-03-27,0.00010871334575034532,TLT,"ARIMA(1,0,1)"
2007-03-28,0.0008057020151847489,TLT,"ARIMA(1,0,1)"
2007-03-29,-9.564224621500005e-05,TLT,"ARIMA(1,0,1)"
2007-03-30,0.0004139443973196139,TLT,"ARIMA(1,0,1)"
2007-04-02,-0.00013889899192213385,TLT,"ARIMA(1,0,1)"
2007-04-03,0.0005606290516969803,TLT,"ARIMA(1,0,1)"
