epoch,split,loss_total,loss_pred_wr,loss_pred_rmse,loss_noarb_bfly,loss_noarb_cal,loss_param_l2,lr,grad_norm,batches,wall_time_s,hit_a_lo,hit_a_hi,hit_b_lo,hit_b_hi,hit_rho_lo,hit_rho_hi,hit_m_lo,hit_m_hi,hit_sigma_lo,hit_sigma_hi
3,val,3.813313364982605,3.759575128555298,3.7515857219696045,0.0004887795657850802,0.0,0.04982797056436539,1.8857142857142856e-05,,2,2.5945443000000523,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,train,2.3102128079959323,2.1869014501571655,2.185074176107134,0.0006122974570774074,0.05725046819342034,0.04971230775117874,2.4857142857142852e-05,0.003906,7,25.235230900000033,0.0,0.0,0.8258928571428571,0.0,0.0,0.0,0.013392857142857142,0.0,0.0,0.0
4,val,0.29089391231536865,0.23973944783210754,0.24277490377426147,0.00011759218978113495,0.0,0.050213735550642014,2.4857142857142852e-05,,2,3.6493540999999823,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,train,0.30543904645102365,0.2506274836403983,0.2528082770960672,0.00010794935795794507,0.003136215295983545,0.050184505326407294,3.0857142857142856e-05,0.003906,7,25.29617260000009,0.8392857142857143,0.0,0.9977678571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,val,0.3229597359895706,0.27277521789073944,0.2821447253227234,9.491941909800516e-06,0.0,0.05010857433080673,3.0857142857142856e-05,,2,3.238155000000006,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,train,0.3241206875869206,0.2690268563372748,0.27060637729508535,5.210798112135048e-05,0.0039366534162711886,0.04995298492056983,3.685714285714285e-05,0.003906,7,25.43660030000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,val,0.3508670926094055,0.3008030205965042,0.31094755232334137,4.037017333757831e-06,0.0,0.05003177002072334,3.685714285714285e-05,,2,3.107866000000058,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,train,0.31490382977894377,0.26188590058258604,0.2647915099348341,3.6053959775017574e-05,0.0022316974001504214,0.05005144913281713,4.285714285714285e-05,0.003906,7,22.773991699999897,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,val,0.28680242598056793,0.23643729835748672,0.24263980239629745,2.9415868084470276e-05,0.0,0.050129808485507965,4.285714285714285e-05,,2,2.826248000000078,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,train,0.2838741349322455,0.22968685839857375,0.23192730120250157,2.4640250550029513e-05,0.003169224281529231,0.050187092806611745,4.885714285714285e-05,0.003906,7,24.266968700000007,0.8698979616165161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,val,0.3211611807346344,0.2708215117454529,0.2721862345933914,0.0,0.0,0.05033965781331062,4.885714285714285e-05,,2,3.094773900000064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,train,0.3398795213018145,0.2842281333037785,0.2850466753755297,0.0,0.00443948429477002,0.05032400520784514,5.485714285714285e-05,0.003906,7,23.47235590000014,0.0631377569266728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,val,0.3067108690738678,0.25640037655830383,0.26510488986968994,0.0,0.0,0.05031049624085426,5.485714285714285e-05,,2,2.745390900000075,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,train,0.2630574554204941,0.2110864051750728,0.213921776839665,0.0,0.0013950893252123414,0.050296940973826816,6.0857142857142847e-05,0.003906,7,23.567775199999915,0.1017219392316682,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,val,0.2879459857940674,0.23764514923095703,0.24382863193750381,0.0,0.0,0.05030084773898125,6.0857142857142847e-05,,2,3.1415093999999044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,train,0.2662352940865925,0.21391985884734563,0.21640355672155107,0.0,0.0016997215737189566,0.05027576642377036,6.685714285714285e-05,0.003906,7,24.44147810000004,0.029017857142857144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,val,0.28790920972824097,0.23764514923095703,0.24382863193750381,0.0,0.0,0.050264064222574234,6.685714285714285e-05,,2,2.971186100000068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,train,0.26868139845984323,0.21624254754611424,0.21879992101873671,0.0,0.0018314699243221963,0.05024108769638198,7.285714285714285e-05,0.003906,7,23.673178100000086,0.034757653517382484,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,val,0.29407209157943726,0.2438468486070633,0.25149376690387726,0.0,0.0,0.05022524297237396,7.285714285714285e-05,,2,3.3981350999999904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,train,0.2726147174835205,0.2202433752162116,0.22285457806927816,0.0,0.0018116232240572572,0.05019739802394595,7.885714285714284e-05,0.003906,7,23.621949000000086,0.05707908208881106,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,val,0.2964605689048767,0.24630257487297058,0.2542263939976692,0.0,0.0,0.05015800893306732,7.885714285714284e-05,,2,2.783251400000154,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,train,0.27261045575141907,0.2199050315788814,0.22286942601203918,0.0,0.0021383066029687014,0.050139449536800385,8.485714285714285e-05,0.003906,7,21.898291799999924,0.10905612366540092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,val,0.29395778477191925,0.2438468486070633,0.25149376690387726,0.0,0.0,0.05011093243956566,8.485714285714285e-05,,2,4.83025409999982,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,train,0.2694436694894518,0.21701231173106603,0.2197537294455937,6.879608755688033e-08,0.0019338595448061824,0.050110178866556714,9.085714285714285e-05,0.003906,7,33.874740199999906,0.021364796374525343,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,val,0.3064989447593689,0.25640037655830383,0.26510488986968994,0.0,0.0,0.05009857937693596,9.085714285714285e-05,,2,5.196678499999962,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,train,0.29837578535079956,0.24562786306653703,0.24788338584559305,3.2638434532827887e-07,0.0021953320995505366,0.050110907959086556,9.685714285714285e-05,0.003906,7,21.57536159999995,0.08705357142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,val,0.29192638397216797,0.24181720614433289,0.24918051064014435,0.0,0.0,0.050109170377254486,9.685714285714285e-05,,2,2.7469719999999143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,train,0.30415642261505127,0.25339533175740925,0.2569632168327059,2.569540811236948e-07,0.0005320438836601429,0.05012058573109763,0.00010285714285714284,0.003906,7,24.600114500000018,0.6709183678030968,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,val,0.30220499634742737,0.2520906701683998,0.2550346851348877,0.0,0.0,0.05011432617902756,0.00010285714285714284,,2,4.021648099999993,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,train,0.2729185564177377,0.2213024901492255,0.22333409317902156,0.0,0.0012477745601375187,0.05011873319745064,0.00010885714285714285,0.003906,7,24.380452200000036,0.024872449891907827,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,val,0.3065057098865509,0.25640037655830383,0.26510488986968994,0.0,0.0,0.05010534077882767,0.00010885714285714285,,2,2.6719536000000517,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,train,0.26005326424326214,0.20851234878812516,0.21102665045431682,6.054914538010183e-08,0.001191638775968126,0.0501104619886194,0.00011485714285714284,0.003906,7,29.556447599999956,0.08705357142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,val,0.2877480089664459,0.23764514923095703,0.24382863193750381,0.0,0.0,0.05010285601019859,0.00011485714285714284,,2,4.679372999999941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,train,0.28451928922108244,0.23350636873926436,0.2369259638445718,7.093331382585737e-09,0.0007535143273084291,0.0501086451113224,0.00012085714285714285,0.003906,7,35.429637200000116,0.38169642857142855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,val,0.30780763924121857,0.2577110677957535,0.2601082921028137,0.0,0.0,0.05009658262133598,0.00012085714285714285,,2,5.083686299999954,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,train,0.2640857994556427,0.21183486495699203,0.21429631539753505,1.5241150513085294e-07,0.0017874581972137094,0.05010476389101574,0.00012685714285714286,0.003906,7,30.06270930000005,0.04591836780309677,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,val,0.2890723794698715,0.23897240310907364,0.2457527443766594,0.0,0.0,0.05009998008608818,0.00012685714285714286,,2,4.2444172999998955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,train,0.27667624609810965,0.22509004388536727,0.22745721893651144,4.5251908886712044e-08,0.0012299977908177035,0.050109846251351495,0.00013285714285714284,0.003906,7,31.05169920000003,0.002232142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,val,0.30651170015335083,0.25640037655830383,0.26510488986968994,0.0,0.0,0.0501113198697567,0.00013285714285714284,,2,3.684999700000162,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,train,0.2611434353249414,0.20994869300297328,0.2128524546112333,3.4068806696398365e-08,0.0008943519081055586,0.05012125628335135,0.00013885714285714285,0.003906,7,30.34691500000008,0.22767857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,val,0.32093343138694763,0.2708215117454529,0.2721862345933914,0.0,0.0,0.050111930817365646,0.00013885714285714285,,2,3.6743933000000197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,train,0.2728398697716849,0.22126728296279907,0.22392666339874268,0.0,0.0012110703890877111,0.0501193031668663,0.00014485714285714286,0.003906,7,27.44849750000003,0.002232142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,val,0.29332135617733,0.24321336299180984,0.2473011165857315,0.0,0.0,0.05010800063610077,0.00014485714285714286,,2,2.566067299999986,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,train,0.26521135440894533,0.21330192259379796,0.21627155584948404,0.0,0.0014992227619846485,0.05011036779199328,0.00015085714285714285,0.003906,7,21.291257000000087,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,val,0.295200377702713,0.24510341882705688,0.24889977276325226,0.0,0.0,0.050096962600946426,0.00015085714285714285,,2,2.5247993999998926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,train,0.25623605293887003,0.2050270757504872,0.2077179444687707,1.2811914221596714e-07,0.0009215201924754572,0.05010213330388069,0.00015685714285714286,0.003906,7,20.021795399999974,0.002232142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,val,0.3174338638782501,0.26733803004026413,0.2689526453614235,0.0,0.0,0.050095830112695694,0.00015685714285714286,,2,2.58006690000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,train,0.2911768768514906,0.23979063757828303,0.24158612319401332,1.5543938656849476e-07,0.0010695684967296465,0.050101514373506816,0.00016285714285714284,0.003906,7,20.8890136,0.12436224733080183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,val,0.32112298905849457,0.2710225433111191,0.2804146111011505,0.0,0.0,0.05010044202208519,0.00016285714285714284,,2,2.4624994000000697,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,train,0.27051597833633423,0.2196523313011442,0.22241735458374023,3.1531166249416335e-08,0.0006334369952258255,0.05010327324271202,0.00016885714285714282,0.003906,7,20.637592399999903,0.24107142857142858,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,val,0.2952008843421936,0.24510341882705688,0.24889977276325226,0.0,0.0,0.05009746178984642,0.00016885714285714282,,2,2.568708000000015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,train,0.2634432635137013,0.2119129044669015,0.21455549980912889,0.0,0.0011879019771835633,0.05010487352098737,0.00017485714285714283,0.003906,7,20.469529599999987,0.008928571428571428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,val,0.30491067469120026,0.2548132389783859,0.25748151540756226,0.0,0.0,0.05009743943810463,0.00017485714285714283,,2,2.5451246000000083,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,train,0.2551966884306499,0.20405674193586623,0.20699248782226018,0.0,0.000862962387535455,0.05010439402290753,0.00018085714285714284,0.003906,7,20.57251659999997,0.022321428571428572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,val,0.3481723517179489,0.2980756312608719,0.29786305129528046,0.0,0.0,0.05009670928120613,0.00018085714285714284,,2,2.4742564999999104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,train,0.3193875423499516,0.2676096281835011,0.26820023144994465,0.0,0.0013965840667619237,0.05010200824056353,0.00018685714285714285,0.003906,7,20.39768170000002,0.020408164177622114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,val,0.31570670008659363,0.2656066417694092,0.27478107810020447,0.0,0.0,0.050100069493055344,0.00018685714285714285,,2,2.7021912000000157,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,train,0.286477621112551,0.23590766319206782,0.23914503625461034,0.0,0.00038907743458236964,0.05010306941611426,0.00019285714285714286,0.003906,7,22.301953400000002,0.46875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,val,0.3320513069629669,0.28195589780807495,0.28260667622089386,0.0,0.0,0.050095394253730774,0.00019285714285714286,,2,2.529100900000003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,train,0.2700515219143459,0.21868020934717997,0.22085535739149367,0.0,0.0010579427388230605,0.05010177993348667,0.00019885714285714282,0.003906,7,21.0443944000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,val,0.28833484649658203,0.238237664103508,0.24351663142442703,0.0,0.0,0.050097182393074036,0.00019885714285714282,,2,2.5168508000001566,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,train,0.267036714724132,0.21558060816356114,0.21762400226933615,0.0,0.0011289352384795035,0.05010138239179339,0.00020485714285714283,0.003906,7,20.203810500000145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,val,0.28822486102581024,0.23812659829854965,0.24460971355438232,0.0,0.0,0.05009826272726059,0.00020485714285714283,,2,2.645233599999983,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,train,0.2546115198305675,0.20387381740978786,0.2068380010979516,0.0,0.0005297187329103638,0.0501020396394389,0.00021085714285714284,0.003906,7,20.463457199999993,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,val,0.2891610413789749,0.23906366527080536,0.24404196441173553,0.0,0.0,0.05009736865758896,0.00021085714285714284,,2,2.8956620999999814,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,train,0.2688071259430477,0.21743374850068772,0.22012045340878622,9.925327150637844e-08,0.0010602678667055443,0.05010025575757027,0.00021685714285714285,0.003906,7,21.00305759999992,0.0994897995676313,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,val,0.30649974942207336,0.25640037655830383,0.26510488986968994,0.0,0.0,0.05009938403964043,0.00021685714285714285,,2,2.5354812000000493,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,train,0.28868113671030315,0.2364592786346163,0.2381293582064765,6.058952907648876e-08,0.0017672996036708355,0.05010061232107026,0.00022285714285714283,0.003906,7,20.163912000000437,0.09821428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,val,0.2973192185163498,0.24722234904766083,0.2507307231426239,0.0,0.0,0.050096865743398666,0.00022285714285714283,,2,2.5724826999999095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,train,0.2547121899468558,0.20350593222039087,0.20656096296651022,0.0,0.0009196517348755151,0.05010267347097397,0.00022885714285714284,0.003906,7,20.739091200000075,0.060267857142857144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,val,0.32452091574668884,0.2744252234697342,0.2755458652973175,0.0,0.0,0.05009569227695465,0.00022885714285714284,,2,2.7246032999996714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,train,0.27211817673274447,0.2209643146821431,0.22326748711722239,0.0,0.0008765811050709869,0.050101970455476215,0.00023485714285714283,0.003906,7,20.17439259999992,0.11607142857142858,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,val,0.2964024245738983,0.24630257487297058,0.2542263939976692,0.0,0.0,0.05009986087679863,0.00023485714285714283,,2,2.6400407000000996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,train,0.2755980023315975,0.22447139876229422,0.2267791415963854,0.0,0.0008546582872181066,0.05010101571679115,0.00024085714285714284,0.003906,7,20.27382419999958,0.008928571428571428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,val,0.29394595324993134,0.2438468486070633,0.25149376690387726,0.0,0.0,0.05009911209344864,0.00024085714285714284,,2,2.7567779000000883,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,train,0.26962949335575104,0.2187830231019429,0.2219975015946797,0.0,0.0006194860907271504,0.050103084849459786,0.00024685714285714285,0.003906,7,20.022903699999915,0.21651785714285715,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,val,0.3021872639656067,0.2520906701683998,0.2550346851348877,0.0,0.0,0.05009659007191658,0.00024685714285714285,,2,2.571616499999891,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,train,0.257851100393704,0.20696037156241281,0.2100418657064438,2.317423154961164e-08,0.0006572420825250447,0.050101857100214274,0.00025285714285714283,0.003906,7,20.281782999999905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,val,0.2916638106107712,0.2415667399764061,0.245948925614357,0.0,0.0,0.05009707063436508,0.00025285714285714283,,2,2.397885100000167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,train,0.2641789828027998,0.21335046419075557,0.21604249519961222,3.463227926658874e-08,0.0006063655975075173,0.05010060327393668,0.0002588571428571428,0.003906,7,20.62427969999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,val,0.297318771481514,0.24722234904766083,0.2507307231426239,0.0,0.0,0.05009641870856285,0.0002588571428571428,,2,2.486016699999709,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,train,0.2581443744046347,0.2070248063121523,0.2099911868572235,0.0,0.0008485132670362613,0.050101357379129956,0.00026485714285714285,0.003906,7,20.42923729999984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,val,0.2973208576440811,0.24722234904766083,0.2507307231426239,0.0,0.0,0.05009850859642029,0.00026485714285714285,,2,2.7063050000001567,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,train,0.2732119687965938,0.22231573505061014,0.225179665854999,0.0,0.0006615048498913113,0.05010242706962994,0.00027085714285714283,0.003906,7,20.693024899999727,0.2044005138533456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,val,0.2992996424436569,0.2492011860013008,0.2573942393064499,0.0,0.0,0.05009845271706581,0.00027085714285714283,,2,2.6146779999999126,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,train,0.2724224030971527,0.22159841656684875,0.22384497949055263,0.0,0.0006028778734616935,0.05010053249342101,0.0002768571428571428,0.003906,7,22.763776100000086,0.020089285714285716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,val,0.29029513895511627,0.24019755423069,0.24727164208889008,0.0,0.0,0.050097592175006866,0.0002768571428571428,,2,2.6688922999996976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,train,0.2746186639581408,0.2239590436220169,0.22688144445419312,0.0,0.00046619233866554817,0.05010018763797624,0.0002828571428571428,0.003906,7,21.92316559999972,0.03794642857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,val,0.32452118396759033,0.2744252234697342,0.2755458652973175,0.0,0.0,0.05009596049785614,0.0002828571428571428,,2,2.7051163999999517,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,train,0.2635231081928526,0.21275605687073298,0.2154466382094792,1.8107609938462182e-07,0.0005558212952954429,0.05009862195168223,0.00028885714285714284,0.003906,7,24.08086269999967,0.013392857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,val,0.2876107841730118,0.2375132292509079,0.24339550733566284,0.0,0.0,0.050097547471523285,0.00028885714285714284,,2,2.8799143999999615,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,train,0.27271184750965666,0.22166075663907187,0.22397494316101074,6.831256221013454e-08,0.0007884192247209805,0.050104440855128426,0.0002948571428571428,0.003906,7,22.052022899999884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,val,0.2890912741422653,0.23897240310907364,0.2457527443766594,0.0,0.0,0.05011887848377228,0.0002948571428571428,,2,2.517725299999711,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,train,0.2669317424297333,0.21607536716120584,0.2191868701151439,0.0,0.0006045387001774673,0.050130931926625114,0.00029999395742563066,0.003906,7,20.702883400000246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,val,0.2890985310077667,0.23897240310907364,0.2457527443766594,0.0,0.0,0.05012613534927368,0.00029999395742563066,,2,2.682484800000111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,train,0.2523283617837088,0.20116462026323592,0.2040846965142659,0.0,0.0008727612231658506,0.05011642671057156,0.0002996134387909251,0.003906,7,21.538317200000165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,val,0.2933109849691391,0.24321336299180984,0.2473011165857315,0.0,0.0,0.05009762570261955,0.0002996134387909251,,2,2.5601654999995844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,train,0.2600747070142201,0.20903281441756658,0.2119250978742327,0.0,0.000783492112532258,0.050101705959865024,0.0002986424642651902,0.003906,7,20.446819900000264,0.024872449891907827,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,val,0.29029683768749237,0.24019755423069,0.24727164208889008,0.0,0.0,0.050099290907382965,0.0002986424642651902,,2,2.664892400000099,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,train,0.26627092489174436,0.21530305487768991,0.21832930403096334,0.0,0.0007202979073294305,0.050103514322212765,0.000297084865841283,0.003906,7,20.911453000000165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,val,0.2877436578273773,0.23764514923095703,0.24382863193750381,0.0,0.0,0.05009851232171059,0.000297084865841283,,2,2.7058083000001716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,train,0.2637548233781542,0.21299670849527633,0.21592418210847036,0.0,0.0005464099854829588,0.05010242494089263,0.0002949467906485836,0.003906,7,21.114121500000238,0.002232142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,val,0.28761105239391327,0.2375132292509079,0.24339550733566284,0.0,0.0,0.050097834318876266,0.0002949467906485836,,2,2.5763247999998384,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,train,0.2591135629585811,0.20810960233211517,0.2104297557047435,0.0,0.0007515766857458013,0.05010206411991801,0.0002922366766930839,0.003906,7,22.10698480000019,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,val,0.3049110323190689,0.2548132389783859,0.25748151540756226,0.0,0.0,0.05009780451655388,0.0002922366766930839,,2,2.7519430000002103,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,train,0.27904593093054636,0.22778922532285964,0.23075634028230393,0.0,0.0009624008276400023,0.050101827297891886,0.0002889652195564331,0.003906,7,21.100332499999695,0.31919642857142855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,val,0.30649876594543457,0.25640037655830383,0.26510488986968994,0.0,0.0,0.05009840428829193,0.0002889652195564331,,2,2.6725977999999486,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,train,0.28858492629868643,0.23713447153568268,0.23897896919931685,7.194165618784609e-08,0.0011252068049673522,0.050099627780062814,0.0002851453301853628,0.003906,7,20.362130899999556,0.08035714285714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,val,0.2883367985486984,0.238237664103508,0.24351663142442703,0.0,0.0,0.05009913817048073,0.0002851453301853628,,2,2.6816243999996914,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,train,0.25520118858133045,0.20478058074201858,0.2078915877001626,0.0,0.00026531609494538443,0.05010222750050681,0.00028079208393807934,0.003906,7,22.09406799999988,0.006696428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,val,0.30490969121456146,0.2548132389783859,0.25748151540756226,0.0,0.0,0.050096455961465836,0.00028079208393807934,,2,3.1151590999998007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,train,0.2710387962205069,0.22021931835583278,0.2229031068938119,0.0,0.0005985597630829684,0.05010119878820011,0.00027592266108871156,0.003906,7,20.679163700000117,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,val,0.3108683228492737,0.26077207922935486,0.2629031538963318,0.0,0.0,0.05009624361991882,0.00027592266108871156,,2,2.3481738999998925,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,train,0.2655308885233743,0.21492482721805573,0.21756302671773092,0.0,0.00042118411095413776,0.05010063999465534,0.0002705562790246183,0.003906,7,20.040267100000165,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,val,0.28833575546741486,0.238237664103508,0.24351663142442703,0.0,0.0,0.050098080188035965,0.0002705562790246183,,2,2.51947089999976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,train,0.2603612946612494,0.20953193306922913,0.21213665391717637,1.737502251281902e-07,0.000607528187434322,0.05009893753698894,0.00026471411640413973,0.003906,7,20.70817739999984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,val,0.2902754992246628,0.2401784509420395,0.24485766887664795,0.0,0.0,0.05009705200791359,0.00026471411640413973,,2,2.756247700000131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
