epoch,split,loss_total,loss_pred_mse,loss_hjm_drift,loss_ito,mse,mae,rmse,hjm_violation_rate,lr,grad_norm,wall_time_s
25,train,8.828256986326966e-05,8.795278593205349e-05,3.2978393121617235e-06,0.0,8.795278593205349e-05,0.007466082862610447,0.009325589840139809,0.5119642075793497,0.0003,0.06619316737713485,99.16727924346924
1,train,2.243520118750568,0.10231001814827323,21.412101006022944,0.0,0.10231001814827323,0.1522239016304756,0.20062285430472473,0.9766463226285474,0.0003,71.82827047258615,100.47107434272766
2,train,0.003564664572256553,0.003389629121901917,0.0017503545035463597,0.0,0.003389629121901917,0.04623394883398352,0.05808148976286937,0.9420617983259004,0.0003,0.19353578509441738,95.44020557403564
3,train,0.0025552863979728183,0.0024588345409499415,0.0009645185702287689,0.0,0.0024588345409499415,0.039325660736910226,0.04949232081657853,0.9192888079018429,0.0003,0.19534672064513997,97.06341862678528
4,train,0.0019916834163676207,0.0019301120472815015,0.0006157136908611925,0.0,0.0019301120472815015,0.035041338539329066,0.043903206764110206,0.9086326740939041,0.0003,0.1850779319888559,97.95190024375916
5,train,0.0016901498735964636,0.0016404471745521858,0.0004970269904427776,0.0,0.0016404471745521858,0.032243291943751536,0.04043597972084736,0.8843630387865263,0.0003,0.2057523875144021,96.21179580688477
6,train,0.0013653230073095044,0.0013306763731665782,0.00034646634142926157,0.0,0.0013306763731665782,0.02891158190523756,0.03632833397593992,0.8591744612003195,0.0003,0.18956132040455423,96.02470111846924
7,train,0.0010019935784808256,0.0009834303616963584,0.0001856321678446718,0.0,0.0009834303616963584,0.0249797642423675,0.03132308675939667,0.8227490546374485,0.0003,0.15598764450385652,97.81281542778015
8,train,0.0008123912253283598,0.0008011343728365569,0.00011256852491802922,0.0,0.0008011343728365569,0.022487063185665113,0.028233107982267594,0.7784393090626289,0.0003,0.15301166205056782,94.90990614891052
9,train,0.0006582944017658332,0.0006493565130673734,8.937888698459699e-05,0.0,0.0006493565130673734,0.020309298235023844,0.025432032243958836,0.7564804965052111,0.0003,0.14374870177486848,94.81661462783813
10,train,0.0004935635689748622,0.0004884540369324707,5.109532042391446e-05,0.0,0.0004884540369324707,0.017608242928339488,0.022046837024390697,0.6907297814714497,0.0003,0.12047231980952723,95.85131406784058
11,train,0.0004321346791083011,0.00042772881088553574,4.4058682227653755e-05,0.0,0.00042772881088553574,0.016447492281039214,0.020573526010688008,0.6738475941378494,0.0003,0.12236257064445265,97.03444600105286
12,train,0.0003485234184279699,0.00034601669979345955,2.5067186345103406e-05,0.0,0.00034601669979345955,0.014859590599120691,0.01856358310785787,0.600811193729269,0.0003,0.1124199026360594,95.18370270729065
13,train,0.0002865778162215755,0.0002840694192102468,2.5083970113287093e-05,0.0,0.0002840694192102468,0.013416470783152458,0.01676379918152916,0.6033195771020035,0.0003,0.09977878321861398,96.23837351799011
14,train,0.00023221798864110968,0.00023049253650242463,1.7254521386850433e-05,0.0,0.00023049253650242463,0.012099596141869652,0.015125409394888014,0.5604346399677211,0.0003,0.08881136601598098,96.12938356399536
15,train,0.00022689732688988817,0.0002253188900669619,1.5784368229262705e-05,0.0,0.0002253188900669619,0.011993939715341247,0.014962892144404608,0.5543911780776649,0.0003,0.10020730496737464,95.92059516906738
16,train,0.00018976228471485917,0.00018863685746227615,1.1254272525830261e-05,0.0,0.00018863685746227615,0.010901963241912168,0.013672082155043709,0.5224916302952273,0.0003,0.08807855889458081,95.65313529968262
17,train,0.00016032720960648192,0.00015944372328170896,8.834863247729713e-06,0.0,0.00015944372328170896,0.010122574641016024,0.012578662661514405,0.503107051397192,0.0003,0.08050330876019494,95.14883542060852
18,train,0.000139249779970763,0.00013853665285719688,7.131271135661117e-06,0.0,0.00013853665285719688,0.009358541614472353,0.011723503984253982,0.4770144948671604,0.0003,0.07413966979446082,96.52833843231201
19,train,0.00012610115556667707,0.00012548198293220122,6.191726344758504e-06,0.0,0.00012548198293220122,0.008923857545094758,0.011128604909854716,0.4674898329479941,0.0003,0.07169939449121213,95.50620126724243
20,train,0.00011535605966471472,0.00011475025430313665,6.058053615780754e-06,0.0,0.00011475025430313665,0.008551518207994002,0.01067901688531555,0.46978269414655094,0.0003,0.07082478059776898,96.3895354270935
21,train,0.00011116449906561182,0.00011069576556047681,4.6873350513500366e-06,0.0,0.00011069576556047681,0.008414178572852036,0.010466410409145314,0.4525832199844821,0.0003,0.07058936338229425,96.75942206382751
22,train,9.713689033474269e-05,9.669129037226005e-05,4.455999624826353e-06,0.0,9.669129037226005e-05,0.007802451607482186,0.009796775989876738,0.44677024206210825,0.0003,0.06460842400275428,97.53649139404297
23,train,9.153541856848874e-05,9.116432192968205e-05,3.7109663880669518e-06,0.0,9.116432192968205e-05,0.007606151770671894,0.009510291531553557,0.43853868184418515,0.0003,0.06452780242623954,96.57628202438354
24,train,8.188777941705697e-05,8.152382988241855e-05,3.639495346384326e-06,0.0,8.152382988241855e-05,0.007156593548455115,0.008992144605144858,0.41321839546335154,0.0003,0.05912203078383002,95.5648443698883
25,train,8.276796306804186e-05,8.232795830579186e-05,4.400047622500002e-06,0.0,8.232795830579186e-05,0.00718190958562853,0.008999935616257376,0.4357728752596625,0.0003,0.06215246330047476,96.1414680480957
1,train,6.810735796894155,0.06442001770282614,67.46315779191329,0.0,0.06442001770282614,0.12623879499733448,0.15604077151109433,0.9548760888905361,0.0003,177.4003478003473,103.17682528495789
2,train,0.003472101631080571,0.003328745614673043,0.0014335601640752807,0.0,0.003328745614673043,0.045867883311263444,0.0575367525091459,0.9062320518082586,0.0003,0.20802054528532357,98.19307112693787
3,train,0.00247043839099833,0.0023954443408754364,0.0007499405012289383,0.0,0.0023954443408754364,0.03888418570417782,0.04888241519701892,0.8811093291331982,0.0003,0.1982212083349968,98.36653661727905
4,train,0.0018994932248084485,0.0018549464534614877,0.0004454677134696073,0.0,0.0018549464534614877,0.03424225821448811,0.0430147434616911,0.845593877907457,0.0003,0.1808908512366229,97.63093328475952
5,train,0.0014642449397672017,0.0014348090405511703,0.00029435899216031397,0.0,0.0014348090405511703,0.030160474847873736,0.037835785476812,0.8126257288044897,0.0003,0.16176722776787034,97.3481764793396
6,train,0.0012460920276523746,0.001225432905906426,0.00020659121745948456,0.0,0.001225432905906426,0.027908113913546348,0.03492792740721127,0.7781309999268631,0.0003,0.18246934742763124,96.74423289299011
7,train,0.0009794335489553712,0.0009660739662398681,0.00013359582715503197,0.0,0.0009660739662398681,0.024765558251789933,0.031013543846021438,0.7345216818924608,0.0003,0.16803402466506795,97.63786935806274
8,train,0.000705284894684155,0.0006970873449784543,8.197549705700709e-05,0.0,0.0006970873449784543,0.021057837032552422,0.026343850675841857,0.6687919158360054,0.0003,0.131856305588936,99.31372094154358
9,train,0.0005688705380854462,0.0005633388134120995,5.531724673346616e-05,0.0,0.0005633388134120995,0.018905479717871237,0.023651458676262147,0.6083423279482743,0.0003,0.12685749744032992,96.78136587142944
10,train,0.00045467556380478116,0.0004507815520527997,3.894011751981452e-05,0.0,0.0004507815520527997,0.016872921332331568,0.021170105207069165,0.5648856646028059,0.0003,0.11864945086939581,94.87506365776062
11,train,0.0004048700152577959,0.0004014734686593172,3.396546598478694e-05,0.0,0.0004014734686593172,0.015990034741317403,0.01997979306455316,0.5584710353407366,0.0003,0.12362372926596937,96.62733340263367
12,train,0.00031649153211376333,0.0003140886790412157,2.402853072547667e-05,0.0,0.0003140886790412157,0.01411346485838294,0.017651435501616578,0.49941032970773763,0.0003,0.10455430196277027,97.9287326335907
13,train,0.0002602394510694435,0.00025855514455731186,1.6843065121316486e-05,0.0,0.00025855514455731186,0.012834917304330859,0.016029389077347928,0.4605004874796703,0.0003,0.09582933982641532,96.52307486534119
14,train,0.0002477652879030035,0.0002461692628426606,1.59602506034295e-05,0.0,0.0002461692628426606,0.012471285584414828,0.015589961075577242,0.4548042452540891,0.0003,0.10080561542819286,96.99354195594788
15,train,0.000198516541312811,0.0001973387610131136,1.1777802996973684e-05,0.0,0.0001973387610131136,0.011180288415273716,0.01398472723968584,0.4168642322564947,0.0003,0.08767327390097339,96.75245928764343
16,train,0.00016163314470179168,0.00016082486073518623,8.082839666054372e-06,0.0,0.00016082486073518623,0.010125019603633675,0.012650533450831628,0.3790499331622288,0.0003,0.07483719077346654,97.28578782081604
17,train,0.00015934053970356437,0.00015846638516763803,8.741545359263345e-06,0.0,0.00015846638516763803,0.010040758177638054,0.01255474902753686,0.3865421517141934,0.0003,0.08199131045618961,96.09649562835693
18,train,0.00016117352086886404,0.0001603617714988951,8.117493699689381e-06,0.0,0.0001603617714988951,0.010095369295570356,0.012606671063935962,0.3856052504531268,0.0003,0.08818993961502766,95.16503429412842
19,train,0.00012698607091971129,0.0001263313119877772,6.547589319340879e-06,0.0,0.0001263313119877772,0.008926551395641833,0.01119706885696485,0.3569893502983554,0.0003,0.07365449922608919,96.22624206542969
20,train,0.00011152044370576198,0.00011099489008835196,5.255536174100316e-06,0.0,0.00011099489008835196,0.008385630934659776,0.010475061400311774,0.3306872693115267,0.0003,0.06813784502446651,96.31287574768066
21,train,0.00011436005841868132,0.00011376507032325427,5.949880954270564e-06,0.0,0.00011376507032325427,0.008488491771678472,0.010613486780945596,0.33852969855070114,0.0003,0.07364762741430052,96.5317325592041
22,train,0.00010302012135329718,0.00010256856167588608,4.515596774110926e-06,0.0,0.00010256856167588608,0.008067396750416735,0.010077848002828401,0.3193097523060338,0.0003,0.06995467282831669,97.32174921035767
23,train,9.820230694333141e-05,9.780861201479325e-05,3.936949285381506e-06,0.0,9.780861201479325e-05,0.007877563543874642,0.009836933848544442,0.3009069739230748,0.0003,0.06903168517325459,98.23842191696167
24,train,7.635105422462497e-05,7.60542156811049e-05,2.9683854352007418e-06,0.0,7.60542156811049e-05,0.00693983363854731,0.008684217841525016,0.2701418862260621,0.0003,0.056516507640480995,95.2816002368927
25,train,8.192291819235489e-05,8.159073174816701e-05,3.3218644418788056e-06,0.0,8.159073174816701e-05,0.007225039567605689,0.00899061442609748,0.28167205946198826,0.0003,0.06322376616299152,95.99220824241638
1,train,0.6838545607105861,0.1386618253550139,5.451927353555722,0.0,0.1386618253550139,0.17263384510217042,0.22860916087339664,0.9790948403292689,0.0003,26.335653606673766,103.82559418678284
2,train,0.0035180422156278427,0.003342742369317546,0.0017529984631029696,0.0,0.003342742369317546,0.04584567261667087,0.05766991564425929,0.9392151678430622,0.0003,0.19502362878672008,99.90848708152771
3,train,0.0024702807792044918,0.0023843162183264464,0.000859645608780456,0.0,0.0023843162183264464,0.03888605136809678,0.04875171312998081,0.9173790843322359,0.0003,0.17112486102971539,95.79241132736206
4,train,0.0019493494834650533,0.0018945043517180301,0.0005484513174702317,0.0,0.0018945043517180301,0.03463945537805557,0.04348045542579273,0.8948186173521239,0.0003,0.18169760074594926,103.8479995727539
5,train,0.0015735982253882585,0.0015357713885444763,0.000378268368437822,0.0,0.0015357713885444763,0.031217040237167787,0.03913907681045861,0.8744492458886114,0.0003,0.18156005429296657,96.30975461006165
6,train,0.0011875025858020748,0.001164851309771746,0.00022651276030328832,0.0,0.001164851309771746,0.027177072836664217,0.034073501247270356,0.8402418751141121,0.0003,0.1577744797385972,96.74849367141724
7,train,0.0010124480978541623,0.000995384326509746,0.0001706377134441623,0.0,0.000995384326509746,0.025146050250221944,0.03149102246067647,0.8147988617420197,0.0003,0.169390552388183,94.46824741363525
8,train,0.0007691614501678048,0.0007595884029608991,9.573047206905703e-05,0.0,0.0007595884029608991,0.021949098060100244,0.027513250708580017,0.7730483834085793,0.0003,0.14779546034747157,94.82641887664795
9,train,0.0005575404926997274,0.0005514408222897427,6.0996704099846376e-05,0.0,0.0005514408222897427,0.018714391562188494,0.023418983219769495,0.7096264465101834,0.0003,0.11637160015003435,96.69089078903198
10,train,0.0004985345088902376,0.0004933347272212971,5.199781668940479e-05,0.0,0.0004933347272212971,0.017703182015824933,0.022150624382855564,0.701026713025981,0.0003,0.13264348601986622,97.15168118476868
11,train,0.0003932658086059432,0.0003897785485103919,3.487260095551329e-05,0.0,0.0003897785485103919,0.015738085731221683,0.019702968573005034,0.6503801602741768,0.0003,0.11631039902567863,97.03560948371887
12,train,0.00032560018000430286,0.00032319216552423313,2.4080144800697372e-05,0.0,0.00032319216552423313,0.014362928987448585,0.017928849664870006,0.6089320013235355,0.0003,0.10702723598685758,97.77000641822815
13,train,0.0002783358225730714,0.0002764817808979544,1.8540416751169814e-05,0.0,0.0002764817808979544,0.013221030219875533,0.016568331112121713,0.5690224042226528,0.0003,0.10200405050197552,97.806884765625
14,train,0.00021785485680774055,0.00021662684393332116,1.2280128744193996e-05,0.0,0.00021662684393332116,0.011732754153038922,0.014684888325503161,0.5359045858013218,0.0003,0.08659259217052624,96.28588151931763
15,train,0.0002023256063153142,0.00020115584353836062,1.1697627769535757e-05,0.0,0.00020115584353836062,0.011326798719578776,0.01410499653489939,0.5255298234265426,0.0003,0.08867265945621605,96.42104363441467
16,train,0.0001873365074386819,0.00018628414232055014,1.052365118131751e-05,0.0,0.00018628414232055014,0.01087357815162375,0.013593814945940313,0.5245300654707283,0.0003,0.09066497740046732,97.33450293540955
17,train,0.00016573650467809534,0.00016481693280090033,9.195718771950161e-06,0.0,0.00016481693280090033,0.010222645091085598,0.012775512845737153,0.5132453415928215,0.0003,0.08633176275882228,97.99769377708435
18,train,0.00013345797085980064,0.00013273762067848142,7.20350181319222e-06,0.0,0.00013273762067848142,0.009117401614464048,0.01147979353393974,0.48591655749699164,0.0003,0.07299523049130521,96.65557384490967
19,train,0.00012200063692199396,0.0001214597505168058,5.4088640518816174e-06,0.0,0.0001214597505168058,0.008760412592954677,0.010938381695927217,0.46416427811671945,0.0003,0.07011556079418495,96.45047664642334
20,train,0.0001222125931537354,0.0001216619798626574,5.5061329107800325e-06,0.0,0.0001216619798626574,0.008785142346510086,0.010975114551597628,0.46432292461395264,0.0003,0.07723277768698232,96.99850225448608
21,train,0.00010674874336371369,0.00010623039132293218,5.1835204078151e-06,0.0,0.00010623039132293218,0.00817971906207245,0.01025094199476057,0.4563876971088607,0.0003,0.06993374080750449,96.12203001976013
22,train,9.633801689531162e-05,9.593638831825831e-05,4.016285770533081e-06,0.0,9.593638831825831e-05,0.007743423298836268,0.009739743995255437,0.4300107817197668,0.0003,0.06630181058727462,96.58510375022888
23,train,8.778051498768099e-05,8.741480150061322e-05,3.6571348706776668e-06,0.0,8.741480150061322e-05,0.007423993802211922,0.009290363366619266,0.4330609492186842,0.0003,0.06389622351732747,97.42346119880676
24,train,7.640610547574741e-05,7.604425244890394e-05,3.618530268434777e-06,0.0,7.604425244890394e-05,0.006895683055486658,0.008684689708953273,0.41205699793223677,0.0003,0.05803108427288203,97.33612489700317
25,train,7.483046505207125e-05,7.450464382318074e-05,3.2582122889050815e-06,0.0,7.450464382318074e-05,0.006856193685711458,0.008577653006168789,0.4106232087159979,0.0003,0.05869561825589887,96.81778573989868
26,train,7.332658809692977e-05,7.30442082166174e-05,2.8237988031237206e-06,0.0,7.30442082166174e-05,0.006804190568047865,0.00850762950320696,0.399257669161106,0.0003,0.06099900320686143,97.507080078125
27,train,6.599197243692037e-05,6.576186726682675e-05,2.3010517009362077e-06,0.0,6.576186726682675e-05,0.006451556844444111,0.008067855201982733,0.388047779942381,0.0003,0.05697833470486362,98.24642848968506
28,train,6.74122431093863e-05,6.71534896888449e-05,2.587534205413876e-06,0.0,6.71534896888449e-05,0.006559995942395823,0.00814442894549976,0.38333333874570913,0.0003,0.059314828622957755,95.96606945991516
29,train,5.1551653601516844e-05,5.136850838958896e-05,1.8314521192788278e-06,0.0,5.136850838958896e-05,0.005725181308285943,0.007134294498647596,0.34041248005011987,0.0003,0.04770269196737429,95.99913787841797
30,train,5.286997243901765e-05,5.270530170397753e-05,1.6467073504012158e-06,0.0,5.270530170397753e-05,0.005774624766139635,0.0071908281232904775,0.33197438459971856,0.0003,0.04960801551953472,97.73155236244202
31,train,5.9006397796189235e-05,5.874793400991997e-05,2.5846378626926613e-06,0.0,5.874793400991997e-05,0.006101738653498991,0.007627267679520722,0.39220546648420135,0.0003,0.057886937825844205,97.9504005908966
32,train,5.243344554961713e-05,5.2276847719471773e-05,1.5659783014535638e-06,0.0,5.2276847719471773e-05,0.005734716501921929,0.007099241973703791,0.32064775480278607,0.0003,0.05099504219432329,95.78542518615723
33,train,4.276273275820586e-05,4.260958221807257e-05,1.5315054013328711e-06,0.0,4.260958221807257e-05,0.005179682778644151,0.006489802312491269,0.30363685843245736,0.0003,0.04564571647166178,97.38825869560242
34,train,4.0460222920669685e-05,4.0305677587106217e-05,1.545453335634663e-06,0.0,4.0305677587106217e-05,0.005022321378105673,0.006318487837139903,0.30405891352686387,0.0003,0.04441385822177961,96.42108392715454
35,train,4.184972221286569e-05,4.167953177564978e-05,1.7019043721590825e-06,0.0,4.167953177564978e-05,0.0050827313921061055,0.00638546171630251,0.3201778073763025,0.0003,0.046108159878901364,97.42108201980591
36,train,4.311020962908405e-05,4.294435228953732e-05,1.6585733954672895e-06,0.0,4.294435228953732e-05,0.005165284074007951,0.006504242107721752,0.3279933014820362,0.0003,0.04844685438378104,98.51140546798706
37,train,3.672342020063846e-05,3.6590250256894845e-05,1.3316994374361395e-06,0.0,3.6590250256894845e-05,0.004815821222768262,0.006011961670271282,0.3086745731275657,0.0003,0.042950582883224404,96.4995665550232
38,train,3.6340901960070835e-05,3.62146210105054e-05,1.2628094956543747e-06,0.0,3.62146210105054e-05,0.00481869477040038,0.005985161610718431,0.28911339054847585,0.0003,0.04408632767996911,98.58135628700256
39,train,3.668333988355636e-05,3.6556623289752995e-05,1.267165938033627e-06,0.0,3.6556623289752995e-05,0.004804712543585177,0.005991714532840355,0.2938787156137927,0.0003,0.04472552801899869,97.16824841499329
40,train,3.6052559363007464e-05,3.594218111990405e-05,1.1037824310341388e-06,0.0,3.594218111990405e-05,0.0047421233993473234,0.005950971715280722,0.26914512032064897,0.0003,0.04524290898879026,96.31984448432922
41,train,3.174192285410393e-05,3.163742900957506e-05,1.0449384452887647e-06,0.0,3.163742900957506e-05,0.0044784236514683945,0.005580093944445252,0.25770773995539237,0.0003,0.040693667877850864,96.61274290084839
42,train,2.4742518277433053e-05,2.466838988515645e-05,7.41283922766029e-07,0.0,2.466838988515645e-05,0.003947859224542205,0.004939308357906753,0.19783884453876266,0.0003,0.03341177346762912,97.72418928146362
43,train,3.212470645494172e-05,3.202206454292976e-05,1.0264191201195932e-06,0.0,3.202206454292976e-05,0.004503494176756719,0.005607008283700922,0.25313997191601784,0.0003,0.042951410154587234,97.2277021408081
44,train,2.849637794776856e-05,2.8408016329069203e-05,8.836161869935651e-07,0.0,2.8408016329069203e-05,0.004207942281560651,0.005269863353721027,0.23485093859249148,0.0003,0.038592889166340745,97.21714806556702
45,train,3.59814074199911e-05,3.586704657083891e-05,1.1436084915219217e-06,0.0,3.586704657083891e-05,0.004778422824717288,0.0059508140247058255,0.2636194972899453,0.0003,0.04806634118973181,106.30359220504761
46,train,2.2956632297362392e-05,2.288676164582661e-05,6.98706515357838e-07,0.0,2.288676164582661e-05,0.003792573657721795,0.004753119300183808,0.196390089546812,0.0003,0.03308352282078102,134.42882227897644
47,train,2.173230302280797e-05,2.165545391045302e-05,7.684911235495245e-07,0.0,2.165545391045302e-05,0.003712387707341334,0.004631514123095007,0.21183848509500766,0.0003,0.032791122986838735,94.72720956802368
48,train,2.107143747878126e-05,2.1009055107524858e-05,6.238237125640369e-07,0.0,2.1009055107524858e-05,0.0036579949524382063,0.004559771767978011,0.1757483266550919,0.0003,0.032030325286604204,95.29503679275513
49,train,2.7876771250722912e-05,2.779343226236584e-05,8.333898835707228e-07,0.0,2.779343226236584e-05,0.00418219768747302,0.005212217147847445,0.21678640320897102,0.0003,0.04050387082428768,95.78499054908752
50,train,2.3402316545110383e-05,2.332330077165509e-05,7.901577345529435e-07,0.0,2.332330077165509e-05,0.00383435589148952,0.004804923841408615,0.2081417664885521,0.0003,0.03578863617289683,96.93430995941162
