epoch,split,tenor_idx,mean_abs_gap
1,train,9,0.344914972782135
1,train,10,0.1101769432425499
1,train,1,0.2660592198371887
1,train,2,0.37033772468566895
1,train,3,0.38391557335853577
1,train,4,1.1598925590515137
1,train,5,1.4092979431152344
1,train,6,0.7929391264915466
1,train,7,0.8506448268890381
1,train,8,2.1364247798919678
1,train,9,0.35955628752708435
1,train,10,0.07741162180900574
1,train,1,0.13819247484207153
1,train,2,0.5509465932846069
1,train,3,0.6180596947669983
1,train,4,0.6727368831634521
1,train,5,0.49371010065078735
1,train,6,0.21690422296524048
1,train,7,0.38429421186447144
1,train,8,0.660102128982544
1,train,9,0.09639541059732437
1,train,10,0.02360248938202858
1,train,1,0.07940102368593216
1,train,2,0.3327329754829407
1,train,3,0.4934771656990051
1,train,4,0.3547274172306061
1,train,5,0.17203545570373535
1,train,6,0.15173634886741638
1,train,7,0.21064476668834686
1,train,8,0.1649039089679718
1,train,9,0.08780898153781891
1,train,10,0.057695310562849045
1,train,1,0.12489792704582214
1,train,2,0.19782280921936035
1,train,3,0.19623863697052002
1,train,4,0.20544198155403137
1,train,5,0.27709823846817017
1,train,6,0.22152680158615112
1,train,7,0.2858169972896576
1,train,8,0.6836876273155212
1,train,9,0.10929995775222778
1,train,10,0.06290008872747421
1,train,1,0.10559375584125519
1,train,2,0.20887671411037445
1,train,3,0.3215910792350769
1,train,4,0.3908490538597107
1,train,5,0.40198802947998047
1,train,6,0.14124441146850586
1,train,7,0.19829832017421722
1,train,8,0.45947200059890747
1,train,9,0.043927498161792755
1,train,10,0.03803262859582901
1,train,1,0.06517261266708374
1,train,2,0.18678711354732513
1,train,3,0.3716367483139038
1,train,4,0.20978784561157227
1,train,5,0.219544917345047
1,train,6,0.0676763504743576
1,train,7,0.08606112748384476
1,train,8,0.07412496954202652
1,train,9,0.03842044621706009
1,train,10,0.014151236042380333
1,train,1,0.05487201362848282
1,train,2,0.1561550348997116
1,train,3,0.3409387469291687
1,train,4,0.18431051075458527
1,train,5,0.20217476785182953
1,train,6,0.09352139383554459
1,train,7,0.16681243479251862
1,train,8,0.208928644657135
1,train,9,0.06423143297433853
1,train,10,0.03155411407351494
1,train,1,0.06677558273077011
1,train,2,0.11204244196414948
1,train,3,0.08123110979795456
1,train,4,0.11522310227155685
1,train,5,0.10814926773309708
1,train,6,0.13265056908130646
1,train,7,0.09928463399410248
1,train,8,0.17663651704788208
1,train,9,0.027609148994088173
1,train,10,0.023938441649079323
1,train,1,0.0449296273291111
1,train,2,0.15546831488609314
1,train,3,0.15512388944625854
1,train,4,0.24961866438388824
1,train,5,0.12741322815418243
1,train,6,0.0993475466966629
1,train,7,0.0835724025964737
1,train,8,0.07516904920339584
1,train,9,0.022717013955116272
1,train,10,0.013534603640437126
1,train,1,0.05018693208694458
1,train,2,0.1372184455394745
1,train,3,0.20499877631664276
1,train,4,0.19534876942634583
1,train,5,0.18051688373088837
1,train,6,0.07675751298666
1,train,7,0.09065987914800644
1,train,8,0.14193250238895416
1,train,9,0.023559264838695526
1,train,10,0.017276208847761154
1,train,1,0.05519024282693863
1,train,2,0.08189414441585541
1,train,3,0.08283661305904388
1,train,4,0.06432154029607773
1,train,5,0.11506196856498718
1,train,6,0.060424044728279114
1,train,7,0.09568645060062408
1,train,8,0.12902696430683136
1,train,9,0.03668826445937157
1,train,10,0.017369408160448074
1,train,1,0.0436696894466877
1,train,2,0.06165585294365883
1,train,3,0.0850648283958435
1,train,4,0.11559934169054031
1,train,5,0.09738782793283463
1,train,6,0.050753265619277954
1,train,7,0.11008753627538681
1,train,8,0.08827410638332367
1,train,9,0.05212526023387909
1,train,10,0.0132059957832098
1,train,1,0.0401015430688858
1,train,2,0.05993335694074631
1,train,3,0.1237567886710167
1,train,4,0.09575055539608002
1,train,5,0.14663979411125183
1,train,6,0.04655575007200241
1,train,7,0.07758858799934387
1,train,8,0.05748262628912926
1,train,9,0.016357311978936195
1,train,10,0.01300590019673109
1,train,1,0.04115647077560425
1,train,2,0.05572321638464928
1,train,3,0.12363466620445251
1,train,4,0.0638573095202446
1,train,5,0.18957775831222534
1,train,6,0.0665397047996521
1,train,7,0.06977945566177368
1,train,8,0.06832076609134674
1,train,9,0.013391758315265179
1,train,10,0.012633418664336205
1,train,1,0.044307030737400055
1,train,2,0.05537201836705208
1,train,3,0.0863284096121788
1,train,4,0.059438031166791916
1,train,5,0.14844268560409546
1,train,6,0.054798707365989685
1,train,7,0.10095865279436111
1,train,8,0.052925705909729004
1,train,9,0.024718763306736946
1,train,10,0.012717872858047485
1,train,1,0.04271877929568291
1,train,2,0.07448738068342209
1,train,3,0.05690614506602287
1,train,4,0.07107444107532501
1,train,5,0.0905834436416626
1,train,6,0.08068779110908508
1,train,7,0.07992655783891678
1,train,8,0.07255653291940689
1,train,9,0.02343505620956421
1,train,10,0.014140181243419647
1,train,1,0.03611328452825546
1,train,2,0.06299379467964172
1,train,3,0.0774443969130516
1,train,4,0.07336041331291199
1,train,5,0.10680346935987473
1,train,6,0.08738870918750763
1,train,7,0.0630195215344429
1,train,8,0.08111809194087982
1,train,9,0.022829141467809677
1,train,10,0.012955017387866974
1,train,1,0.04276937246322632
1,train,2,0.08776016533374786
1,train,3,0.08999768644571304
1,train,4,0.06972585618495941
1,train,5,0.14209434390068054
1,train,6,0.07042264938354492
1,train,7,0.1022561639547348
1,train,8,0.10622502863407135
1,train,9,0.0716513842344284
1,train,10,0.014294382184743881
1,train,1,0.046215008944272995
1,train,2,0.06753550469875336
1,train,3,0.06986618787050247
1,train,4,0.04992653429508209
1,train,5,0.08929462730884552
1,train,6,0.05454820394515991
1,train,7,0.09595374763011932
1,train,8,0.05891244113445282
1,train,9,0.051521964371204376
1,train,10,0.013915871270000935
1,train,1,0.03716730326414108
1,train,2,0.05783458054065704
1,train,3,0.035629402846097946
1,train,4,0.036042407155036926
1,train,5,0.055009402334690094
1,train,6,0.03842135891318321
1,train,7,0.06523303687572479
1,train,8,0.048323359340429306
1,train,9,0.014983264729380608
1,train,10,0.012903167866170406
1,train,1,0.036139167845249176
1,train,2,0.04988214373588562
1,train,3,0.06481392681598663
1,train,4,0.04834429919719696
1,train,5,0.08881132304668427
1,train,6,0.043926626443862915
1,train,7,0.0588691383600235
1,train,8,0.04105238616466522
1,train,9,0.021887321025133133
1,train,10,0.013214074075222015
1,train,1,0.03239794820547104
1,train,2,0.04454464465379715
1,train,3,0.06677109003067017
1,train,4,0.046560902148485184
1,train,5,0.13497664034366608
1,train,6,0.0455731600522995
1,train,7,0.05807609483599663
1,train,8,0.04423832148313522
1,train,9,0.018973831087350845
1,train,10,0.012476145289838314
1,train,1,0.03408018872141838
1,train,2,0.04878979176282883
1,train,3,0.09189680963754654
1,train,4,0.05007825791835785
1,train,5,0.12406712770462036
1,train,6,0.040817685425281525
1,train,7,0.057714611291885376
1,train,8,0.05261837691068649
1,train,9,0.01749042421579361
1,train,10,0.01410730928182602
1,train,1,0.032033056020736694
1,train,2,0.05443527176976204
1,train,3,0.05595099553465843
1,train,4,0.043610479682683945
1,train,5,0.05177962779998779
1,train,6,0.0510355606675148
1,train,7,0.06187506020069122
1,train,8,0.062298811972141266
1,train,9,0.0140993045642972
1,train,10,0.01337849535048008
1,train,1,0.03204035758972168
1,train,2,0.04309997707605362
1,train,3,0.035024791955947876
1,train,4,0.04346967488527298
1,train,5,0.05671663582324982
1,train,6,0.04918328672647476
1,train,7,0.05429035425186157
1,train,8,0.04637804999947548
1,train,9,0.020580414682626724
1,train,10,0.012036819010972977
1,train,1,0.03354931250214577
1,train,2,0.045877713710069656
1,train,3,0.03979351744055748
1,train,4,0.04939977079629898
1,train,5,0.09294179081916809
1,train,6,0.046877820044755936
1,train,7,0.07714951783418655
1,train,8,0.05264045298099518
1,train,9,0.029913373291492462
1,train,10,0.012825993821024895
1,train,1,0.029130855575203896
1,train,2,0.034230101853609085
1,train,3,0.04046779125928879
1,train,4,0.06286508589982986
1,train,5,0.08053901046514511
1,train,6,0.043350376188755035
1,train,7,0.07551459968090057
1,train,8,0.04392053931951523
1,train,9,0.023857681080698967
1,train,10,0.011017591692507267
1,train,1,0.025103559717535973
1,train,2,0.03489489480853081
1,train,3,0.048395805060863495
1,train,4,0.059414803981781006
1,train,5,0.05017732083797455
1,train,6,0.03735315799713135
1,train,7,0.06129118800163269
1,train,8,0.04538174718618393
1,train,9,0.023253057152032852
1,train,10,0.014237678609788418
1,train,1,0.030282411724328995
1,train,2,0.06696287542581558
1,train,3,0.04006088152527809
1,train,4,0.035320594906806946
1,train,5,0.05575235188007355
1,train,6,0.03747548535466194
1,train,7,0.04895208775997162
1,train,8,0.048766352236270905
1,train,9,0.015519735403358936
1,train,10,0.012738465331494808
1,train,1,0.029485438019037247
1,train,2,0.039223987609148026
1,train,3,0.04149447754025459
1,train,4,0.032689228653907776
1,train,5,0.08418457210063934
1,train,6,0.038366105407476425
1,train,7,0.05028728395700455
1,train,8,0.043106865137815475
1,train,9,0.010343551635742188
1,train,10,0.010991392657160759
1,train,1,0.03176496550440788
1,train,2,0.053822726011276245
1,train,3,0.06316974759101868
1,train,4,0.03843526169657707
1,train,5,0.09196306020021439
1,train,6,0.042152658104896545
1,train,7,0.06450171768665314
1,train,8,0.05038093402981758
1,train,9,0.012477517127990723
1,train,10,0.012377496808767319
1,train,1,0.036901455372571945
1,train,2,0.0515279695391655
1,train,3,0.0841813012957573
1,train,4,0.03824292868375778
1,train,5,0.04067233204841614
1,train,6,0.038883935660123825
1,train,7,0.048179782927036285
1,train,8,0.036077018827199936
1,train,9,0.011297025717794895
1,train,10,0.013037002645432949
1,train,1,0.024276869371533394
1,train,2,0.04306352511048317
1,train,3,0.06204422935843468
1,train,4,0.032860659062862396
1,train,5,0.04380135238170624
1,train,6,0.040884144604206085
1,train,7,0.04826585203409195
1,train,8,0.04284495860338211
1,train,9,0.017110012471675873
1,train,10,0.0107331033796072
1,train,1,0.0241179708391428
1,train,2,0.04864143207669258
1,train,3,0.03589748591184616
1,train,4,0.03447102755308151
1,train,5,0.054279617965221405
1,train,6,0.03930249065160751
1,train,7,0.05781117454171181
1,train,8,0.043801918625831604
1,train,9,0.020985251292586327
1,train,10,0.010644249618053436
1,train,1,0.02458694949746132
1,train,2,0.061748623847961426
1,train,3,0.036725278943777084
1,train,4,0.04601706564426422
1,train,5,0.03772453963756561
1,train,6,0.03814235329627991
1,train,7,0.04365119710564613
1,train,8,0.03183481842279434
1,train,9,0.022799551486968994
1,train,10,0.011759106069803238
1,train,1,0.02814936451613903
1,train,2,0.057685088366270065
1,train,3,0.04917096346616745
1,train,4,0.06465770304203033
1,train,5,0.049122754484415054
1,train,6,0.03527221456170082
1,train,7,0.06052044779062271
1,train,8,0.04338139295578003
1,train,9,0.015574373304843903
1,train,10,0.011461662128567696
1,train,1,0.021115507930517197
1,train,2,0.034587204456329346
1,train,3,0.029189802706241608
1,train,4,0.05233282595872879
1,train,5,0.04519805684685707
1,train,6,0.04386960715055466
1,train,7,0.043417662382125854
1,train,8,0.032771553844213486
1,train,9,0.01283216755837202
1,train,10,0.010890406556427479
1,train,1,0.02887153998017311
1,train,2,0.03923280909657478
1,train,3,0.03172508254647255
1,train,4,0.05580144375562668
1,train,5,0.053425632417201996
1,train,6,0.07086275517940521
1,train,7,0.04025094211101532
1,train,8,0.04540415108203888
1,train,9,0.009718528017401695
1,train,10,0.011029766872525215
1,train,1,0.02767760306596756
1,train,2,0.02927963063120842
1,train,3,0.0403783842921257
1,train,4,0.028619125485420227
1,train,5,0.04930399730801582
1,train,6,0.03355534002184868
1,train,7,0.03371342644095421
1,train,8,0.04107971861958504
1,train,9,0.01010496262460947
1,train,10,0.011643867939710617
1,train,1,0.023690998554229736
1,train,2,0.035795923322439194
1,train,3,0.04606616124510765
1,train,4,0.039708979427814484
1,train,5,0.07534841448068619
1,train,6,0.036970995366573334
1,train,7,0.04816657304763794
1,train,8,0.04995092377066612
1,train,9,0.01246262714266777
1,train,10,0.012606622651219368
1,train,1,0.02344975806772709
1,train,2,0.032141562551259995
1,train,3,0.038492586463689804
1,train,4,0.03776077926158905
1,train,5,0.06452667713165283
1,train,6,0.03828870505094528
1,train,7,0.03999089449644089
1,train,8,0.034287527203559875
1,train,9,0.013559105806052685
1,train,10,0.0101778544485569
1,train,1,0.022587332874536514
1,train,2,0.029108520597219467
1,train,3,0.03136693313717842
1,train,4,0.02616751380264759
1,train,5,0.06039588153362274
1,train,6,0.03541949391365051
1,train,7,0.04764777794480324
1,train,8,0.0323992483317852
1,train,9,0.009895507246255875
1,train,10,0.009061885066330433
1,train,1,0.021813509985804558
1,train,2,0.03369463235139847
1,train,3,0.027664080262184143
1,train,4,0.039918843656778336
1,train,5,0.04427330940961838
1,train,6,0.031171131879091263
1,train,7,0.04158011078834534
1,train,8,0.030574964359402657
1,train,9,0.012233514338731766
1,train,10,0.009637034498155117
1,train,1,0.023006722331047058
1,train,2,0.03887714445590973
1,train,3,0.028911422938108444
1,train,4,0.0457770973443985
1,train,5,0.03919403254985809
1,train,6,0.03226051479578018
1,train,7,0.046074431389570236
1,train,8,0.03844907134771347
1,train,9,0.014290811493992805
1,train,10,0.013018340803682804
1,train,1,0.02547311596572399
1,train,2,0.03319283947348595
1,train,3,0.025739088654518127
1,train,4,0.034300848841667175
1,train,5,0.04678693786263466
1,train,6,0.04347195476293564
1,train,7,0.02911444753408432
1,train,8,0.027367260307073593
1,train,9,0.006576868239790201
1,train,10,0.009411021135747433
1,train,1,0.023745406419038773
1,train,2,0.03140835464000702
1,train,3,0.0242047980427742
1,train,4,0.032836735248565674
1,train,5,0.037193670868873596
1,train,6,0.03508945554494858
1,train,7,0.037145279347896576
1,train,8,0.032610874623060226
1,train,9,0.010837491601705551
1,train,10,0.010397687554359436
1,train,1,0.02406618557870388
1,train,2,0.034258171916007996
1,train,3,0.03521033376455307
1,train,4,0.02703581005334854
1,train,5,0.03191745653748512
1,train,6,0.02982005663216114
1,train,7,0.051255688071250916
1,train,8,0.044948820024728775
1,train,9,0.016429167240858078
1,train,10,0.010176359675824642
1,train,1,0.021600179374217987
1,train,2,0.03436628729104996
1,train,3,0.031757984310388565
1,train,4,0.024230478331446648
1,train,5,0.047523438930511475
1,train,6,0.028982557356357574
1,train,7,0.039780788123607635
1,train,8,0.03315248712897301
1,train,9,0.015657156705856323
1,train,10,0.01010716613382101
1,train,1,0.019420120865106583
1,train,2,0.04251241311430931
1,train,3,0.04804116487503052
1,train,4,0.02471565641462803
1,train,5,0.0645061656832695
1,train,6,0.03853626921772957
1,train,7,0.04285873845219612
1,train,8,0.04267921671271324
1,train,9,0.015439609996974468
1,train,10,0.011861174367368221
1,val,1,0.0025247358717024326
1,val,2,0.003928578458726406
1,val,3,0.011034509167075157
1,val,4,0.0007795781129971147
1,val,5,0.02373557537794113
1,val,6,0.0007839471800252795
1,val,7,0.019545726478099823
1,val,8,0.0005488821770995855
1,val,9,0.0011219130828976631
1,val,10,0.003479387378320098
1,val,1,0.004889404866844416
1,val,2,0.0026455416809767485
1,val,3,0.012208588421344757
1,val,4,0.0007810223614796996
1,val,5,0.023239489644765854
1,val,6,0.0009448693017475307
1,val,7,0.020322732627391815
1,val,8,0.0005729608237743378
1,val,9,0.0008760513737797737
1,val,10,0.003601070959120989
1,val,1,0.007417175453156233
1,val,2,0.0016894718864932656
1,val,3,0.013910077512264252
1,val,4,0.0003838096745312214
1,val,5,0.023568052798509598
1,val,6,0.0007036093156784773
1,val,7,0.0212758406996727
1,val,8,0.000725658901501447
1,val,9,0.0006975418655201793
1,val,10,0.004046229645609856
1,val,1,0.00833942461758852
1,val,2,0.0015270840376615524
1,val,3,0.014841968193650246
1,val,4,0.0005117003456689417
1,val,5,0.02244863100349903
1,val,6,0.0009288812289014459
1,val,7,0.02189822308719158
1,val,8,0.0004934663884341717
1,val,9,0.000677030417136848
1,val,10,0.003969882614910603
1,val,1,0.008983672596514225
1,val,2,0.0015085311606526375
1,val,3,0.014914439991116524
1,val,4,0.0008732688147574663
1,val,5,0.021910469979047775
1,val,6,0.001061389921233058
1,val,7,0.02202264778316021
1,val,8,0.00048698121099732816
1,val,9,0.0006796162342652678
1,val,10,0.0040845563635230064
1,val,1,0.00934621412307024
1,val,2,0.0011467533186078072
1,val,3,0.01590479351580143
1,val,4,0.00024350440071430057
1,val,5,0.02209572121500969
1,val,6,0.0008261521579697728
1,val,7,0.02260764315724373
1,val,8,0.0005774397286586463
1,val,9,0.0006112531991675496
1,val,10,0.004202098120003939
1,val,1,0.00909562036395073
1,val,2,0.0010804715566337109
1,val,3,0.015848863869905472
1,val,4,0.00029829086270183325
1,val,5,0.022432204335927963
1,val,6,0.0006262274691835046
1,val,7,0.023770028725266457
1,val,8,0.000823400157969445
1,val,9,0.00036599725717678666
1,val,10,0.004544693045318127
1,val,1,0.008845767006278038
1,val,2,0.0012933633988723159
1,val,3,0.014865224249660969
1,val,4,0.0005289983819238842
1,val,5,0.021622348576784134
1,val,6,0.0008926861919462681
1,val,7,0.02334750071167946
1,val,8,0.0006077119614928961
1,val,9,0.0004141086828894913
1,val,10,0.00434114271774888
1,val,1,0.008955287747085094
1,val,2,0.001150404685176909
1,val,3,0.015264294110238552
1,val,4,0.0002956193930003792
1,val,5,0.02220570668578148
1,val,6,0.0007478446350432932
1,val,7,0.023711156100034714
1,val,8,0.0006417412660084665
1,val,9,0.0004444860969670117
1,val,10,0.004607528448104858
1,val,1,0.008860958740115166
1,val,2,0.0014184049796313047
1,val,3,0.014979652129113674
1,val,4,0.0005189467337913811
1,val,5,0.022000255063176155
1,val,6,0.0009205148089677095
1,val,7,0.02355748787522316
1,val,8,0.0005993009544909
1,val,9,0.0003946103388443589
1,val,10,0.0045347269624471664
1,val,1,0.007849731482565403
1,val,2,0.001841499237343669
1,val,3,0.013700569048523903
1,val,4,0.0004452184948604554
1,val,5,0.021390749141573906
1,val,6,0.0006718271179124713
1,val,7,0.02257959544658661
1,val,8,0.0007128734141588211
1,val,9,0.0005179562722332776
1,val,10,0.004408671520650387
1,val,1,0.007179442327469587
1,val,2,0.001833123154938221
1,val,3,0.01409376785159111
1,val,4,0.0002740270574577153
1,val,5,0.022658417001366615
1,val,6,0.0006125761428847909
1,val,7,0.02363542467355728
1,val,8,0.00073163618799299
1,val,9,0.00039210013346746564
1,val,10,0.004737296141684055
1,val,1,0.007151869125664234
1,val,2,0.0018346821889281273
1,val,3,0.013307137414813042
1,val,4,0.000561311433557421
1,val,5,0.022076856344938278
1,val,6,0.0007275284151546657
1,val,7,0.023352114483714104
1,val,8,0.0007683788426220417
1,val,9,0.00037146301474422216
1,val,10,0.004748151637613773
1,val,1,0.007400735281407833
1,val,2,0.0017648425418883562
1,val,3,0.013095930218696594
1,val,4,0.000451564381364733
1,val,5,0.021563194692134857
1,val,6,0.0006560906767845154
1,val,7,0.023017415776848793
1,val,8,0.0008379246573895216
1,val,9,0.00024584284983575344
1,val,10,0.005011637695133686
1,val,1,0.006964517757296562
1,val,2,0.0021392866037786007
1,val,3,0.012822872959077358
1,val,4,0.0006379890837706625
1,val,5,0.021412314847111702
1,val,6,0.000757315312512219
1,val,7,0.02274569496512413
1,val,8,0.0007925769314169884
1,val,9,0.0002088971814373508
1,val,10,0.0050040618516504765
2,train,1,0.022787418216466904
2,train,2,0.035490673035383224
2,train,3,0.031090952455997467
2,train,4,0.025934139266610146
2,train,5,0.052573513239622116
2,train,6,0.031217724084854126
2,train,7,0.05518168583512306
2,train,8,0.03164602071046829
2,train,9,0.010492348112165928
2,train,10,0.011519050225615501
2,train,1,0.024399418383836746
2,train,2,0.02860686182975769
2,train,3,0.03131657466292381
2,train,4,0.03218464553356171
2,train,5,0.05299745500087738
2,train,6,0.03772591054439545
2,train,7,0.057199876755476
2,train,8,0.038289181888103485
2,train,9,0.010299215093255043
2,train,10,0.012498263269662857
2,train,1,0.02350493147969246
2,train,2,0.038488470017910004
2,train,3,0.027915239334106445
2,train,4,0.027440518140792847
2,train,5,0.040086254477500916
2,train,6,0.03089778684079647
2,train,7,0.04229745268821716
2,train,8,0.033637724816799164
2,train,9,0.01229801494628191
2,train,10,0.012635776773095131
2,train,1,0.016059333458542824
2,train,2,0.03609181195497513
2,train,3,0.02707936242222786
2,train,4,0.02307392843067646
2,train,5,0.03006226196885109
2,train,6,0.02728995494544506
2,train,7,0.04072396457195282
2,train,8,0.034082647413015366
2,train,9,0.012598899193108082
2,train,10,0.009343932382762432
2,train,1,0.02601991780102253
2,train,2,0.03752372786402702
2,train,3,0.026803644374012947
2,train,4,0.02549123764038086
2,train,5,0.0406038835644722
2,train,6,0.039893507957458496
2,train,7,0.04433248192071915
2,train,8,0.03812948986887932
2,train,9,0.013667709194123745
2,train,10,0.010492600500583649
2,train,1,0.02381758578121662
2,train,2,0.02994442731142044
2,train,3,0.026768842712044716
2,train,4,0.030416414141654968
2,train,5,0.04787598177790642
2,train,6,0.052569594234228134
2,train,7,0.04094851016998291
2,train,8,0.030191298574209213
2,train,9,0.02199837565422058
2,train,10,0.013597904704511166
2,train,1,0.023502394556999207
2,train,2,0.03319966048002243
2,train,3,0.03178200498223305
2,train,4,0.038453761488199234
2,train,5,0.03725428506731987
2,train,6,0.03272363916039467
2,train,7,0.03811025619506836
2,train,8,0.0403536781668663
2,train,9,0.017999837175011635
2,train,10,0.01133799646049738
2,train,1,0.02264583483338356
2,train,2,0.03279031440615654
2,train,3,0.02741447649896145
2,train,4,0.028043262660503387
2,train,5,0.05481167510151863
2,train,6,0.027930336073040962
2,train,7,0.05675023794174194
2,train,8,0.03322168439626694
2,train,9,0.011648540385067463
2,train,10,0.011921748518943787
2,train,1,0.020409073680639267
2,train,2,0.03540712594985962
2,train,3,0.03571533411741257
2,train,4,0.02693057432770729
2,train,5,0.04527202621102333
2,train,6,0.0349249504506588
2,train,7,0.040903255343437195
2,train,8,0.03599662333726883
2,train,9,0.012381400913000107
2,train,10,0.014779389835894108
2,train,1,0.02426641434431076
2,train,2,0.0420088991522789
2,train,3,0.03259630128741264
2,train,4,0.034532494843006134
2,train,5,0.0539148710668087
2,train,6,0.03924471512436867
2,train,7,0.04704282805323601
2,train,8,0.051049210131168365
2,train,9,0.01484736055135727
2,train,10,0.014020622707903385
2,train,1,0.023086071014404297
2,train,2,0.040169645100831985
2,train,3,0.02491622604429722
2,train,4,0.0254068560898304
2,train,5,0.037819501012563705
2,train,6,0.025993749499320984
2,train,7,0.03557641804218292
2,train,8,0.03856820613145828
2,train,9,0.010063481517136097
2,train,10,0.01035715639591217
2,train,1,0.025168372318148613
2,train,2,0.03200336545705795
2,train,3,0.037923965603113174
2,train,4,0.026727695018053055
2,train,5,0.03519454225897789
2,train,6,0.034495461732149124
2,train,7,0.030629275366663933
2,train,8,0.03638400137424469
2,train,9,0.0154741071164608
2,train,10,0.011021309532225132
2,train,1,0.01848132722079754
2,train,2,0.029567092657089233
2,train,3,0.027034129947423935
2,train,4,0.03726145252585411
2,train,5,0.034619323909282684
2,train,6,0.029401089996099472
2,train,7,0.03983402997255325
2,train,8,0.03653484955430031
2,train,9,0.01860932633280754
2,train,10,0.012139081954956055
2,train,1,0.01491439901292324
2,train,2,0.029277516528964043
2,train,3,0.02552799880504608
2,train,4,0.02096426859498024
2,train,5,0.02908724918961525
2,train,6,0.02570757456123829
2,train,7,0.03786315396428108
2,train,8,0.021819863468408585
2,train,9,0.011656895279884338
2,train,10,0.010200239717960358
2,train,1,0.01756681315600872
2,train,2,0.028082560747861862
2,train,3,0.024496961385011673
2,train,4,0.024047836661338806
2,train,5,0.028030963614583015
2,train,6,0.02700440213084221
2,train,7,0.025516552850604057
2,train,8,0.02179405651986599
2,train,9,0.009594466537237167
2,train,10,0.009441819041967392
2,train,1,0.017173703759908676
2,train,2,0.03068622760474682
2,train,3,0.023592354729771614
2,train,4,0.0229092538356781
2,train,5,0.03533884137868881
2,train,6,0.03308761119842529
2,train,7,0.04434465244412422
2,train,8,0.029232122004032135
2,train,9,0.0104348324239254
2,train,10,0.011297500692307949
2,train,1,0.019645098596811295
2,train,2,0.02662850357592106
2,train,3,0.02805793657898903
2,train,4,0.025265822187066078
2,train,5,0.03543604910373688
2,train,6,0.03371979296207428
2,train,7,0.03492546081542969
2,train,8,0.0325227752327919
2,train,9,0.011714404448866844
2,train,10,0.012997845187783241
2,train,1,0.024363458156585693
2,train,2,0.030903570353984833
2,train,3,0.025899073109030724
2,train,4,0.019629184156656265
2,train,5,0.04264790564775467
2,train,6,0.024371102452278137
2,train,7,0.030101299285888672
2,train,8,0.029820814728736877
2,train,9,0.007081198040395975
2,train,10,0.009428111836314201
2,train,1,0.01841539703309536
2,train,2,0.024953721091151237
2,train,3,0.020536063238978386
2,train,4,0.030447404831647873
2,train,5,0.038640473037958145
2,train,6,0.02239171788096428
2,train,7,0.038548097014427185
2,train,8,0.032815027981996536
2,train,9,0.014188973233103752
2,train,10,0.00992316473275423
2,train,1,0.01360916905105114
2,train,2,0.03377542644739151
2,train,3,0.024841904640197754
2,train,4,0.01943305879831314
2,train,5,0.029198739677667618
2,train,6,0.03148876503109932
2,train,7,0.03094841167330742
2,train,8,0.028680900111794472
